transaction_id,status,amount,sender,receiver,transaction_type,bank_amount,amount_variance,root_cause,recommended_action,execution_status,genai_insight
T0009174,amount_mismatch,22589.19,C8666686,M7553692,PAYMENT,22934.89,345.7000000000007,Amount mismatch – possible billing error or data-entry discrepancy,Trigger Vendor Dispute Workflow,PENDING ADMIN APPROVAL,"Ledger recorded ₹22,589.19, but Bank shows ₹22,934.89 (Variance: ₹345.70). Check for hidden FX fees or vendor overcharges."
T0018421,amount_mismatch,1123.81,C8162296,C4963784,PAYMENT,1555.53,431.72,Amount mismatch – possible billing error or data-entry discrepancy,Trigger Vendor Dispute Workflow,PENDING ADMIN APPROVAL,"Ledger recorded ₹1,123.81, but Bank shows ₹1,555.53 (Variance: ₹431.72). Check for hidden FX fees or vendor overcharges."
T0015087,missing_in_ledger,,,,,51768.77,51768.77,Transaction missing in ledger – possible unrecorded bank entry,Query Bank API for Status,TICKET CREATED,"Bank processed an unexpected ₹51,768.77 transaction. Possible unrecorded direct debit or unauthorized charge."
T0009438,amount_mismatch,35453.55,C7715622,C7292773,PAYMENT,35554.35,100.79999999999563,Amount mismatch – possible billing error or data-entry discrepancy,Trigger Vendor Dispute Workflow,PENDING ADMIN APPROVAL,"Ledger recorded ₹35,453.55, but Bank shows ₹35,554.35 (Variance: ₹100.80). Check for hidden FX fees or vendor overcharges."
T0008157,amount_mismatch,32009.26,C4325239,M4432124,PAYMENT,32184.32,175.0600000000013,Amount mismatch – possible billing error or data-entry discrepancy,Trigger Vendor Dispute Workflow,PENDING ADMIN APPROVAL,"Ledger recorded ₹32,009.26, but Bank shows ₹32,184.32 (Variance: ₹175.06). Check for hidden FX fees or vendor overcharges."
T0007943,missing_in_bank,18398.36,C2772818,M3796703,TRANSFER,,18398.36,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹18,398.36 transfer from C2772818 to M3796703 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0018034,duplicate,37210.81,C9935469,C9639464,CASH_IN,37210.81,0.0,Duplicate transaction detected – possible double-charge or sync error,Auto-Block Duplicate Payment,EXECUTED,Bank statement shows multiple identical charges for T0018034. Investigate double-billing by vendor.
T0014873,missing_in_ledger,,,,,26398.85,26398.85,Transaction missing in ledger – possible unrecorded bank entry,Query Bank API for Status,TICKET CREATED,"Bank processed an unexpected ₹26,398.85 transaction. Possible unrecorded direct debit or unauthorized charge."
T0003208,missing_in_ledger,,,,,17165.56,17165.56,Transaction missing in ledger – possible unrecorded bank entry,Query Bank API for Status,TICKET CREATED,"Bank processed an unexpected ₹17,165.56 transaction. Possible unrecorded direct debit or unauthorized charge."
T0012723,missing_in_bank,76736.99,C4231115,M8535400,CASH_OUT,,76736.99,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹76,736.99 transfer from C4231115 to M8535400 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0011274,missing_in_bank,21243.9,C2515465,C4894358,TRANSFER,,21243.9,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹21,243.90 transfer from C2515465 to C4894358 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0004061,amount_mismatch,36318.59,C6691829,M5562846,PAYMENT,36735.49,416.90000000000146,Amount mismatch – possible billing error or data-entry discrepancy,Trigger Vendor Dispute Workflow,PENDING ADMIN APPROVAL,"Ledger recorded ₹36,318.59, but Bank shows ₹36,735.49 (Variance: ₹416.90). Check for hidden FX fees or vendor overcharges."
T0000772,amount_mismatch,17750.69,C7459841,C2944818,CASH_IN,18038.72,288.0300000000025,Amount mismatch – possible billing error or data-entry discrepancy,Trigger Vendor Dispute Workflow,PENDING ADMIN APPROVAL,"Ledger recorded ₹17,750.69, but Bank shows ₹18,038.72 (Variance: ₹288.03). Check for hidden FX fees or vendor overcharges."
T0010316,missing_in_bank,79629.04,C5372280,C4973410,PAYMENT,,79629.04,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹79,629.04 transfer from C5372280 to C4973410 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0006669,amount_mismatch,25064.86,C5722007,C1281796,PAYMENT,25129.93,65.06999999999971,Amount mismatch – possible billing error or data-entry discrepancy,Trigger Vendor Dispute Workflow,PENDING ADMIN APPROVAL,"Ledger recorded ₹25,064.86, but Bank shows ₹25,129.93 (Variance: ₹65.07). Check for hidden FX fees or vendor overcharges."
T0012784,amount_mismatch,12226.99,C5140967,C8663058,TRANSFER,12464.9,237.90999999999985,Amount mismatch – possible billing error or data-entry discrepancy,Trigger Vendor Dispute Workflow,PENDING ADMIN APPROVAL,"Ledger recorded ₹12,226.99, but Bank shows ₹12,464.90 (Variance: ₹237.91). Check for hidden FX fees or vendor overcharges."
T0014705,missing_in_ledger,,,,,73316.79,73316.79,Transaction missing in ledger – possible unrecorded bank entry,Query Bank API for Status,TICKET CREATED,"Bank processed an unexpected ₹73,316.79 transaction. Possible unrecorded direct debit or unauthorized charge."
T0000737,duplicate,27704.65,C7644081,M6588459,PAYMENT,27704.65,0.0,Duplicate transaction detected – possible double-charge or sync error,Auto-Block Duplicate Payment,EXECUTED,Bank statement shows multiple identical charges for T0000737. Investigate double-billing by vendor.
T0019568,missing_in_ledger,,,,,19768.95,19768.95,Transaction missing in ledger – possible unrecorded bank entry,Query Bank API for Status,TICKET CREATED,"Bank processed an unexpected ₹19,768.95 transaction. Possible unrecorded direct debit or unauthorized charge."
T0010036,missing_in_bank,141055.42,C4350762,M8305687,CASH_OUT,,141055.42,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹141,055.42 transfer from C4350762 to M8305687 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0008631,missing_in_ledger,,,,,82881.89,82881.89,Transaction missing in ledger – possible unrecorded bank entry,Query Bank API for Status,TICKET CREATED,"Bank processed an unexpected ₹82,881.89 transaction. Possible unrecorded direct debit or unauthorized charge."
T0016431,missing_in_bank,25842.74,C8307705,M6310057,CASH_OUT,,25842.74,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹25,842.74 transfer from C8307705 to M6310057 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0009949,missing_in_bank,53804.87,C2874519,C1989239,CASH_IN,,53804.87,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹53,804.87 transfer from C2874519 to C1989239 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0006195,amount_mismatch,9930.49,C2529465,M6929813,CASH_OUT,10215.75,285.2600000000002,Amount mismatch – possible billing error or data-entry discrepancy,Trigger Vendor Dispute Workflow,PENDING ADMIN APPROVAL,"Ledger recorded ₹9,930.49, but Bank shows ₹10,215.75 (Variance: ₹285.26). Check for hidden FX fees or vendor overcharges."
T0018241,duplicate,61005.12,C5256639,C5315136,PAYMENT,61005.12,0.0,Duplicate transaction detected – possible double-charge or sync error,Auto-Block Duplicate Payment,EXECUTED,Bank statement shows multiple identical charges for T0018241. Investigate double-billing by vendor.
T0009281,missing_in_bank,33008.02,C1350629,C4116797,CASH_OUT,,33008.02,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹33,008.02 transfer from C1350629 to C4116797 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0002227,missing_in_bank,56190.52,C3606749,M6316451,PAYMENT,,56190.52,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹56,190.52 transfer from C3606749 to M6316451 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0016871,duplicate,88835.23,C2549539,C8752999,CASH_OUT,88835.23,0.0,Duplicate transaction detected – possible double-charge or sync error,Auto-Block Duplicate Payment,EXECUTED,Bank statement shows multiple identical charges for T0016871. Investigate double-billing by vendor.
T0007369,missing_in_bank,144716.97,C4132116,C1630053,DEBIT,,144716.97,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹144,716.97 transfer from C4132116 to C1630053 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0002259,amount_mismatch,8990.74,C1213908,C3642673,DEBIT,9288.15,297.40999999999985,Amount mismatch – possible billing error or data-entry discrepancy,Trigger Vendor Dispute Workflow,PENDING ADMIN APPROVAL,"Ledger recorded ₹8,990.74, but Bank shows ₹9,288.15 (Variance: ₹297.41). Check for hidden FX fees or vendor overcharges."
T0001386,missing_in_ledger,,,,,74510.52,74510.52,Transaction missing in ledger – possible unrecorded bank entry,Query Bank API for Status,TICKET CREATED,"Bank processed an unexpected ₹74,510.52 transaction. Possible unrecorded direct debit or unauthorized charge."
T0003520,missing_in_bank,80872.6,C3989467,M6365394,TRANSFER,,80872.6,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹80,872.60 transfer from C3989467 to M6365394 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0001779,missing_in_bank,79179.3,C1420873,C6836155,PAYMENT,,79179.3,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹79,179.30 transfer from C1420873 to C6836155 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0007767,missing_in_ledger,,,,,6863.83,6863.83,Transaction missing in ledger – possible unrecorded bank entry,Query Bank API for Status,TICKET CREATED,"Bank processed an unexpected ₹6,863.83 transaction. Possible unrecorded direct debit or unauthorized charge."
T0018320,duplicate,5224.87,C5421065,M7075030,TRANSFER,5224.87,0.0,Duplicate transaction detected – possible double-charge or sync error,Auto-Block Duplicate Payment,EXECUTED,Bank statement shows multiple identical charges for T0018320. Investigate double-billing by vendor.
T0013391,missing_in_bank,55129.4,C6010028,C6382553,CASH_IN,,55129.4,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹55,129.40 transfer from C6010028 to C6382553 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0013390,missing_in_bank,29201.73,C6149127,C4716487,PAYMENT,,29201.73,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹29,201.73 transfer from C6149127 to C4716487 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0014001,missing_in_ledger,,,,,93.11,93.11,Transaction missing in ledger – possible unrecorded bank entry,Query Bank API for Status,TICKET CREATED,Bank processed an unexpected ₹93.11 transaction. Possible unrecorded direct debit or unauthorized charge.
T0009695,missing_in_ledger,,,,,3047.38,3047.38,Transaction missing in ledger – possible unrecorded bank entry,Query Bank API for Status,TICKET CREATED,"Bank processed an unexpected ₹3,047.38 transaction. Possible unrecorded direct debit or unauthorized charge."
T0010197,missing_in_ledger,,,,,80606.68,80606.68,Transaction missing in ledger – possible unrecorded bank entry,Query Bank API for Status,TICKET CREATED,"Bank processed an unexpected ₹80,606.68 transaction. Possible unrecorded direct debit or unauthorized charge."
T0013896,missing_in_ledger,,,,,35512.68,35512.68,Transaction missing in ledger – possible unrecorded bank entry,Query Bank API for Status,TICKET CREATED,"Bank processed an unexpected ₹35,512.68 transaction. Possible unrecorded direct debit or unauthorized charge."
T0009171,missing_in_bank,54399.88,C6793824,C6366121,PAYMENT,,54399.88,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹54,399.88 transfer from C6793824 to C6366121 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0014392,duplicate,35558.64,C1813406,M8834574,CASH_OUT,35558.64,0.0,Duplicate transaction detected – possible double-charge or sync error,Auto-Block Duplicate Payment,EXECUTED,Bank statement shows multiple identical charges for T0014392. Investigate double-billing by vendor.
T0006042,missing_in_bank,171707.54,C6333871,M7812242,PAYMENT,,171707.54,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹171,707.54 transfer from C6333871 to M7812242 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0009974,missing_in_bank,35966.52,C5085891,M5393401,TRANSFER,,35966.52,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹35,966.52 transfer from C5085891 to M5393401 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0009470,amount_mismatch,40257.58,C4125000,C1231982,CASH_OUT,40600.95,343.36999999999534,Amount mismatch – possible billing error or data-entry discrepancy,Trigger Vendor Dispute Workflow,PENDING ADMIN APPROVAL,"Ledger recorded ₹40,257.58, but Bank shows ₹40,600.95 (Variance: ₹343.37). Check for hidden FX fees or vendor overcharges."
T0003435,missing_in_bank,119403.65,C3647257,C7748918,TRANSFER,,119403.65,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹119,403.65 transfer from C3647257 to C7748918 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0001426,duplicate,26200.92,C9122984,M8301884,TRANSFER,26200.92,0.0,Duplicate transaction detected – possible double-charge or sync error,Auto-Block Duplicate Payment,EXECUTED,Bank statement shows multiple identical charges for T0001426. Investigate double-billing by vendor.
T0019519,missing_in_ledger,,,,,68828.4,68828.4,Transaction missing in ledger – possible unrecorded bank entry,Query Bank API for Status,TICKET CREATED,"Bank processed an unexpected ₹68,828.40 transaction. Possible unrecorded direct debit or unauthorized charge."
T0008328,duplicate,24308.42,C1174655,M1284308,PAYMENT,24308.42,0.0,Duplicate transaction detected – possible double-charge or sync error,Auto-Block Duplicate Payment,EXECUTED,Bank statement shows multiple identical charges for T0008328. Investigate double-billing by vendor.
T0001273,missing_in_bank,26917.33,C7864223,C1434600,CASH_OUT,,26917.33,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹26,917.33 transfer from C7864223 to C1434600 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0007373,amount_mismatch,14333.74,C6536219,C9125896,CASH_OUT,14680.77,347.03000000000065,Amount mismatch – possible billing error or data-entry discrepancy,Trigger Vendor Dispute Workflow,PENDING ADMIN APPROVAL,"Ledger recorded ₹14,333.74, but Bank shows ₹14,680.77 (Variance: ₹347.03). Check for hidden FX fees or vendor overcharges."
T0007962,amount_mismatch,194828.6,C2889952,C3083992,PAYMENT,195173.01,344.4100000000035,Amount mismatch – possible billing error or data-entry discrepancy,Trigger Vendor Dispute Workflow,PENDING ADMIN APPROVAL,"Ledger recorded ₹194,828.60, but Bank shows ₹195,173.01 (Variance: ₹344.41). Check for hidden FX fees or vendor overcharges."
T0006303,duplicate,5306.63,C2114085,M9998921,PAYMENT,5306.63,0.0,Duplicate transaction detected – possible double-charge or sync error,Auto-Block Duplicate Payment,EXECUTED,Bank statement shows multiple identical charges for T0006303. Investigate double-billing by vendor.
T0003352,duplicate,9011.33,C7555373,M2058900,CASH_OUT,9011.33,0.0,Duplicate transaction detected – possible double-charge or sync error,Auto-Block Duplicate Payment,EXECUTED,Bank statement shows multiple identical charges for T0003352. Investigate double-billing by vendor.
T0019062,missing_in_bank,22925.56,C4193715,C6994608,PAYMENT,,22925.56,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹22,925.56 transfer from C4193715 to C6994608 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0005362,missing_in_bank,60377.55,C8682855,C8608428,CASH_OUT,,60377.55,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹60,377.55 transfer from C8682855 to C8608428 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0005230,amount_mismatch,6560.37,C5448337,C2800035,TRANSFER,6667.35,106.98000000000047,Amount mismatch – possible billing error or data-entry discrepancy,Trigger Vendor Dispute Workflow,PENDING ADMIN APPROVAL,"Ledger recorded ₹6,560.37, but Bank shows ₹6,667.35 (Variance: ₹106.98). Check for hidden FX fees or vendor overcharges."
T0017747,amount_mismatch,48013.16,C6428947,M4520131,CASH_IN,48070.88,57.71999999999389,Amount mismatch – possible billing error or data-entry discrepancy,Trigger Vendor Dispute Workflow,PENDING ADMIN APPROVAL,"Ledger recorded ₹48,013.16, but Bank shows ₹48,070.88 (Variance: ₹57.72). Check for hidden FX fees or vendor overcharges."
T0005549,missing_in_bank,26023.98,C6420516,C1064993,TRANSFER,,26023.98,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹26,023.98 transfer from C6420516 to C1064993 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0007254,missing_in_bank,17245.66,C2287808,C4721080,CASH_OUT,,17245.66,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹17,245.66 transfer from C2287808 to C4721080 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0008811,missing_in_bank,74265.73,C8875208,C8291217,PAYMENT,,74265.73,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹74,265.73 transfer from C8875208 to C8291217 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0005838,missing_in_bank,72218.28,C8003249,M7294707,CASH_OUT,,72218.28,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹72,218.28 transfer from C8003249 to M7294707 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0017558,missing_in_ledger,,,,,128560.15,128560.15,Transaction missing in ledger – possible unrecorded bank entry,Query Bank API for Status,TICKET CREATED,"Bank processed an unexpected ₹128,560.15 transaction. Possible unrecorded direct debit or unauthorized charge."
T0016878,missing_in_bank,203758.83,C5199673,C4100672,PAYMENT,,203758.83,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹203,758.83 transfer from C5199673 to C4100672 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0005866,missing_in_bank,1689.45,C9322366,M7866257,PAYMENT,,1689.45,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹1,689.45 transfer from C9322366 to M7866257 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0004177,amount_mismatch,68780.46,C5142178,C5304518,CASH_OUT,69171.98,391.5199999999895,Amount mismatch – possible billing error or data-entry discrepancy,Trigger Vendor Dispute Workflow,PENDING ADMIN APPROVAL,"Ledger recorded ₹68,780.46, but Bank shows ₹69,171.98 (Variance: ₹391.52). Check for hidden FX fees or vendor overcharges."
T0011230,missing_in_ledger,,,,,5485.44,5485.44,Transaction missing in ledger – possible unrecorded bank entry,Query Bank API for Status,TICKET CREATED,"Bank processed an unexpected ₹5,485.44 transaction. Possible unrecorded direct debit or unauthorized charge."
T0000151,duplicate,95509.75,C3532454,C1555619,DEBIT,95509.75,0.0,Duplicate transaction detected – possible double-charge or sync error,Auto-Block Duplicate Payment,EXECUTED,Bank statement shows multiple identical charges for T0000151. Investigate double-billing by vendor.
T0001031,amount_mismatch,5184.49,C7577001,C2366972,PAYMENT,5288.19,103.69999999999982,Amount mismatch – possible billing error or data-entry discrepancy,Trigger Vendor Dispute Workflow,PENDING ADMIN APPROVAL,"Ledger recorded ₹5,184.49, but Bank shows ₹5,288.19 (Variance: ₹103.70). Check for hidden FX fees or vendor overcharges."
T0008165,missing_in_bank,80526.48,C5861277,C3116228,PAYMENT,,80526.48,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹80,526.48 transfer from C5861277 to C3116228 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0001879,missing_in_bank,22834.71,C4464074,M8175333,DEBIT,,22834.71,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹22,834.71 transfer from C4464074 to M8175333 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0019621,amount_mismatch,51046.19,C4076294,C1187653,TRANSFER,51380.48,334.2900000000009,Amount mismatch – possible billing error or data-entry discrepancy,Trigger Vendor Dispute Workflow,PENDING ADMIN APPROVAL,"Ledger recorded ₹51,046.19, but Bank shows ₹51,380.48 (Variance: ₹334.29). Check for hidden FX fees or vendor overcharges."
T0019847,missing_in_ledger,,,,,18612.0,18612.0,Transaction missing in ledger – possible unrecorded bank entry,Query Bank API for Status,TICKET CREATED,"Bank processed an unexpected ₹18,612.00 transaction. Possible unrecorded direct debit or unauthorized charge."
T0005305,missing_in_bank,17232.24,C4541491,C3968232,CASH_OUT,,17232.24,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹17,232.24 transfer from C4541491 to C3968232 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0014449,duplicate,225589.5,C2726737,C3567696,CASH_OUT,225589.5,0.0,Duplicate transaction detected – possible double-charge or sync error,Auto-Block Duplicate Payment,EXECUTED,Bank statement shows multiple identical charges for T0014449. Investigate double-billing by vendor.
T0011257,duplicate,91966.88,C2617945,M2654661,CASH_OUT,91966.88,0.0,Duplicate transaction detected – possible double-charge or sync error,Auto-Block Duplicate Payment,EXECUTED,Bank statement shows multiple identical charges for T0011257. Investigate double-billing by vendor.
T0011475,amount_mismatch,50979.95,C7476174,C2316886,DEBIT,51060.67,80.72000000000116,Amount mismatch – possible billing error or data-entry discrepancy,Trigger Vendor Dispute Workflow,PENDING ADMIN APPROVAL,"Ledger recorded ₹50,979.95, but Bank shows ₹51,060.67 (Variance: ₹80.72). Check for hidden FX fees or vendor overcharges."
T0008752,missing_in_ledger,,,,,28239.98,28239.98,Transaction missing in ledger – possible unrecorded bank entry,Query Bank API for Status,TICKET CREATED,"Bank processed an unexpected ₹28,239.98 transaction. Possible unrecorded direct debit or unauthorized charge."
T0013097,amount_mismatch,52761.85,C8558867,C2329958,CASH_IN,53228.04,466.1900000000023,Amount mismatch – possible billing error or data-entry discrepancy,Trigger Vendor Dispute Workflow,PENDING ADMIN APPROVAL,"Ledger recorded ₹52,761.85, but Bank shows ₹53,228.04 (Variance: ₹466.19). Check for hidden FX fees or vendor overcharges."
T0009039,amount_mismatch,59376.25,C7960412,M8980506,CASH_IN,59400.67,24.419999999998254,Amount mismatch – possible billing error or data-entry discrepancy,Trigger Vendor Dispute Workflow,PENDING ADMIN APPROVAL,"Ledger recorded ₹59,376.25, but Bank shows ₹59,400.67 (Variance: ₹24.42). Check for hidden FX fees or vendor overcharges."
T0010195,duplicate,40326.98,C6069304,M5497726,PAYMENT,40326.98,0.0,Duplicate transaction detected – possible double-charge or sync error,Auto-Block Duplicate Payment,EXECUTED,Bank statement shows multiple identical charges for T0010195. Investigate double-billing by vendor.
T0016445,missing_in_bank,140193.11,C7282869,C3389079,PAYMENT,,140193.11,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹140,193.11 transfer from C7282869 to C3389079 is missing from the bank statement. Likely a settlement delay or weekend lag."
T0015152,missing_in_bank,335.52,C2271316,M4568263,PAYMENT,,335.52,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,₹335.52 transfer from C2271316 to M4568263 is missing from the bank statement. Likely a settlement delay or weekend lag.
T0017616,missing_in_bank,87030.82,C6277617,C4095661,CASH_OUT,,87030.82,Transaction missing in bank – possible processing delay or bank error,Hold Ledger Reconciliation,EXECUTED,"₹87,030.82 transfer from C6277617 to C4095661 is missing from the bank statement. Likely a settlement delay or weekend lag."
